age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
51,blue,married,primary,no,21614,no,no,cellular,29,aug,47,20,-1,0,unknown,0
38,admin,married,secondary,no,884,yes,no,unknown,5,jun,57,2,-1,0,unknown,0
37,blue,married,primary,no,357,yes,no,cellular,15,may,14,2,344,3,other,0
31,blue,single,primary,no,124,yes,no,unknown,28,may,411,3,-1,0,unknown,0
39,admin,single,secondary,no,548,yes,no,unknown,3,jun,296,2,-1,0,unknown,0
30,blue,single,secondary,no,445,yes,no,cellular,16,apr,218,1,330,2,failure,0
43,entrepreneur,married,secondary,no,3862,yes,no,unknown,3,jun,102,1,-1,0,unknown,0
75,retired,divorced,secondary,no,1341,no,no,cellular,18,dec,415,7,-1,0,unknown,1
35,admin,married,secondary,no,3187,yes,no,cellular,3,apr,445,1,135,3,failure,0
25,services,single,tertiary,no,12,no,no,cellular,12,jun,126,6,-1,0,unknown,1
37,blue,married,unknown,no,1795,yes,no,unknown,5,jun,511,1,-1,0,unknown,0
35,admin,divorced,secondary,no,404,yes,no,cellular,6,may,438,1,-1,0,unknown,0
48,management,divorced,tertiary,no,249,no,no,cellular,6,aug,293,6,-1,0,unknown,0
48,technician,single,secondary,no,-347,no,yes,cellular,7,aug,84,2,-1,0,unknown,0
60,management,single,tertiary,no,560,no,no,cellular,15,may,730,5,-1,0,unknown,1
57,blue,married,primary,no,0,no,no,cellular,12,aug,120,3,-1,0,unknown,0
37,management,single,unknown,no,146,yes,no,unknown,20,jun,16,8,-1,0,unknown,0
48,admin,married,secondary,no,178,no,no,cellular,10,nov,228,1,-1,0,unknown,0
48,technician,married,secondary,no,7,no,no,unknown,19,jun,354,7,-1,0,unknown,0
39,management,married,tertiary,no,416,yes,no,cellular,7,apr,145,1,-1,0,unknown,0
41,blue,single,secondary,no,1880,no,yes,cellular,14,may,35,1,356,10,other,0
46,blue,married,primary,no,9083,yes,no,cellular,8,may,389,1,-1,0,unknown,0
38,services,divorced,primary,no,0,yes,no,cellular,20,apr,355,3,151,3,failure,0
31,management,single,secondary,no,1310,yes,no,cellular,18,may,12,2,-1,0,unknown,0
60,unknown,married,unknown,no,5003,no,no,telephone,4,jun,125,5,-1,0,unknown,0
28,services,single,secondary,no,45,yes,no,unknown,16,may,345,1,-1,0,unknown,0
37,blue,single,secondary,no,90,yes,no,cellular,17,apr,416,1,340,5,failure,0
51,technician,married,secondary,no,3899,yes,yes,telephone,18,nov,82,6,-1,0,unknown,0
29,management,single,tertiary,no,2344,yes,no,cellular,20,jul,288,1,133,2,failure,0
57,retired,married,unknown,no,230,no,no,cellular,6,apr,177,2,210,3,failure,1
37,admin,married,secondary,no,581,yes,yes,cellular,23,jul,203,4,-1,0,unknown,0
50,services,married,secondary,no,1572,yes,no,cellular,9,jul,185,1,-1,0,unknown,0
26,management,single,tertiary,no,3178,no,no,cellular,2,jun,64,1,-1,0,unknown,0
36,technician,single,secondary,no,125,yes,no,cellular,15,may,676,3,-1,0,unknown,1
34,technician,married,secondary,no,-25,no,no,cellular,15,may,207,1,-1,0,unknown,0
29,blue,married,primary,no,243,no,yes,cellular,11,jul,109,2,-1,0,unknown,0
43,services,married,primary,no,822,yes,no,unknown,16,may,112,1,-1,0,unknown,0
31,blue,married,secondary,no,1664,yes,no,cellular,20,apr,158,1,182,1,success,0
28,management,single,secondary,no,-513,no,yes,cellular,29,jul,95,8,-1,0,unknown,0
39,blue,married,secondary,no,1403,no,no,cellular,11,may,214,8,326,2,failure,0
25,management,single,tertiary,no,1602,yes,no,cellular,26,may,154,1,-1,0,unknown,0
42,entrepreneur,single,unknown,no,323,no,no,unknown,16,jun,617,1,-1,0,unknown,1
41,technician,single,secondary,no,40,no,no,cellular,5,aug,149,2,-1,0,unknown,0
45,management,married,tertiary,no,655,no,no,unknown,20,jun,693,3,-1,0,unknown,1
42,unemployed,married,tertiary,no,576,no,no,cellular,27,feb,156,1,-1,0,unknown,1
35,blue,married,primary,no,113,yes,no,cellular,14,may,318,3,-1,0,unknown,0
33,self,married,tertiary,no,3064,no,no,cellular,20,nov,309,1,-1,0,unknown,0
47,blue,divorced,secondary,no,3823,yes,yes,cellular,17,apr,647,2,-1,0,unknown,0
31,technician,married,secondary,no,671,no,no,cellular,2,feb,119,2,175,2,failure,0
49,management,single,tertiary,no,7443,no,no,telephone,19,jun,293,5,211,2,failure,1
24,technician,single,secondary,no,-540,yes,no,cellular,7,may,190,2,-1,0,unknown,0
46,blue,married,secondary,no,756,yes,no,unknown,15,may,401,7,-1,0,unknown,0
31,admin,married,secondary,no,113,yes,no,cellular,18,nov,474,3,-1,0,unknown,0
36,technician,single,secondary,no,818,yes,yes,cellular,19,aug,96,4,-1,0,unknown,0
43,blue,married,primary,no,2105,yes,no,cellular,31,jul,36,2,-1,0,unknown,0
42,management,single,tertiary,no,3445,no,no,cellular,19,nov,1662,3,-1,0,unknown,0
32,management,single,tertiary,no,14,no,yes,cellular,21,jul,53,1,-1,0,unknown,0
54,management,married,tertiary,no,656,yes,yes,cellular,27,aug,105,6,-1,0,unknown,0
36,technician,single,secondary,no,317,yes,no,cellular,30,jan,198,2,266,2,failure,0
55,blue,married,secondary,no,1268,yes,no,unknown,7,may,223,2,-1,0,unknown,0
32,services,single,secondary,no,659,yes,no,cellular,20,apr,12,6,-1,0,unknown,0
28,entrepreneur,single,tertiary,no,224,yes,no,cellular,18,may,567,2,-1,0,unknown,0
44,management,married,tertiary,no,1138,no,no,cellular,27,aug,523,3,-1,0,unknown,1
50,blue,married,secondary,no,9585,yes,no,telephone,31,jul,182,6,-1,0,unknown,0
44,blue,married,secondary,no,-73,yes,no,unknown,28,may,80,9,-1,0,unknown,0
49,services,married,secondary,no,220,yes,no,cellular,28,jul,93,11,-1,0,unknown,0
47,blue,married,secondary,no,1536,yes,no,cellular,17,apr,41,1,301,4,other,0
29,management,married,secondary,no,160,no,no,cellular,9,feb,844,2,-1,0,unknown,0
53,blue,married,secondary,no,0,no,no,telephone,31,jul,36,4,-1,0,unknown,0
39,technician,divorced,secondary,no,807,yes,yes,cellular,13,may,69,1,260,6,failure,0
37,admin,married,secondary,no,1559,no,no,cellular,27,may,81,1,-1,0,unknown,0
35,technician,single,secondary,no,-51,no,no,unknown,2,jul,134,2,-1,0,unknown,0
50,housemaid,married,primary,no,3056,no,no,unknown,9,jun,95,3,-1,0,unknown,0
58,retired,married,secondary,no,2553,no,no,cellular,14,aug,366,2,-1,0,unknown,0
46,management,divorced,secondary,no,10,yes,no,cellular,17,nov,273,1,-1,0,unknown,0
41,management,married,tertiary,no,4063,yes,no,cellular,21,nov,110,2,-1,0,unknown,0
47,management,married,tertiary,no,0,no,no,cellular,27,oct,508,1,-1,0,unknown,1
42,services,single,secondary,no,247,yes,no,cellular,31,jul,114,2,-1,0,unknown,0
45,technician,single,secondary,no,21,yes,no,cellular,25,aug,72,3,-1,0,unknown,0
22,blue,single,secondary,no,0,yes,no,unknown,19,may,123,1,-1,0,unknown,0
51,blue,married,primary,no,864,yes,no,cellular,13,may,321,1,-1,0,unknown,0
35,management,single,secondary,no,6809,yes,no,telephone,6,feb,139,8,273,7,failure,0
48,blue,married,secondary,no,685,yes,no,cellular,14,may,387,10,-1,0,unknown,0
51,management,married,tertiary,no,0,no,no,cellular,22,aug,111,2,-1,0,unknown,0
43,technician,single,secondary,no,11269,no,no,unknown,29,may,92,1,-1,0,unknown,0
39,technician,married,secondary,no,3494,yes,no,cellular,19,aug,344,4,-1,0,unknown,0
36,blue,married,primary,no,973,yes,yes,unknown,23,may,293,1,-1,0,unknown,0
60,retired,married,secondary,no,2722,no,no,cellular,12,aug,506,2,-1,0,unknown,1
32,services,single,secondary,no,2615,no,no,cellular,19,nov,853,1,-1,0,unknown,1
38,technician,married,secondary,no,821,yes,yes,cellular,17,nov,224,2,180,1,failure,0
52,management,married,tertiary,no,1944,yes,no,cellular,15,apr,238,3,323,2,failure,0
40,services,single,secondary,no,65,yes,no,cellular,15,may,15,3,-1,0,unknown,0
35,management,single,tertiary,no,1045,yes,no,cellular,17,apr,204,5,-1,0,unknown,0
53,technician,married,secondary,no,180,no,yes,cellular,19,aug,58,2,-1,0,unknown,0
47,services,married,secondary,no,795,yes,no,unknown,29,may,42,3,-1,0,unknown,0
52,admin,married,primary,no,270,yes,no,unknown,7,may,294,2,-1,0,unknown,0
55,management,married,tertiary,no,16786,no,no,cellular,18,nov,90,1,-1,0,unknown,0
33,admin,single,tertiary,no,1371,yes,no,cellular,5,may,362,1,-1,0,unknown,0
53,admin,married,secondary,no,8449,no,no,cellular,12,aug,123,2,-1,0,unknown,0
51,housemaid,married,unknown,no,174,no,no,telephone,29,jul,308,3,-1,0,unknown,0
40,services,single,secondary,no,224,yes,no,cellular,17,apr,875,2,-1,0,unknown,1
50,admin,married,secondary,no,1114,yes,yes,unknown,12,may,298,2,-1,0,unknown,0
55,services,married,secondary,no,283,yes,no,unknown,19,may,156,1,-1,0,unknown,0
36,services,married,secondary,no,0,yes,no,cellular,6,may,456,3,-1,0,unknown,0
40,management,married,tertiary,no,-4,yes,no,unknown,5,may,2033,1,-1,0,unknown,0
52,entrepreneur,divorced,secondary,no,302,no,no,unknown,19,jun,169,2,-1,0,unknown,0
54,blue,married,secondary,no,175,yes,no,cellular,3,feb,94,4,271,4,failure,0
32,management,single,tertiary,no,8436,yes,no,cellular,17,apr,245,1,149,2,failure,0
51,technician,married,secondary,no,1446,yes,no,unknown,4,jun,84,7,-1,0,unknown,0
58,entrepreneur,married,primary,no,1153,yes,yes,telephone,12,may,206,6,337,6,failure,0
58,management,married,tertiary,no,1384,yes,no,cellular,27,mar,342,1,-1,0,unknown,1
51,admin,married,secondary,no,1574,no,no,cellular,4,feb,149,2,-1,0,unknown,0
34,blue,married,primary,no,455,yes,no,unknown,20,jun,372,3,-1,0,unknown,0
31,management,single,tertiary,no,12857,yes,no,telephone,4,may,483,4,87,2,success,1
39,management,married,tertiary,no,2226,yes,no,cellular,18,aug,103,8,-1,0,unknown,0
38,entrepreneur,married,primary,no,21,yes,no,cellular,25,jul,65,4,-1,0,unknown,0
61,self,divorced,tertiary,no,52587,no,no,cellular,15,feb,394,3,189,1,success,1
27,technician,single,secondary,no,3305,no,yes,cellular,28,jul,78,3,-1,0,unknown,0
32,admin,single,secondary,no,5,yes,yes,cellular,8,apr,110,1,-1,0,unknown,0
44,management,divorced,tertiary,no,243,no,no,cellular,21,aug,118,4,-1,0,unknown,0
40,blue,married,unknown,no,874,no,no,unknown,14,may,75,1,-1,0,unknown,0
35,services,married,secondary,no,181,yes,no,cellular,31,jul,5,3,-1,0,unknown,0
51,blue,married,secondary,no,950,no,no,cellular,19,aug,377,2,-1,0,unknown,0
51,self,married,primary,no,106,yes,no,telephone,31,jul,240,2,-1,0,unknown,0
34,blue,divorced,secondary,no,-294,yes,no,unknown,12,may,163,2,-1,0,unknown,0
54,management,married,tertiary,no,8295,no,no,cellular,5,jun,207,1,-1,0,unknown,1
50,services,married,secondary,no,753,no,no,unknown,18,jun,59,2,-1,0,unknown,0
49,management,married,tertiary,no,3840,yes,no,unknown,15,may,146,4,-1,0,unknown,0
19,student,single,secondary,no,329,no,no,cellular,30,apr,169,1,190,2,success,1
35,management,divorced,tertiary,no,286,yes,no,cellular,15,jul,164,3,-1,0,unknown,0
37,housemaid,single,primary,no,199,yes,no,cellular,10,jul,186,1,-1,0,unknown,0
48,blue,married,secondary,no,647,no,no,cellular,29,aug,64,8,-1,0,unknown,0
52,housemaid,married,secondary,no,3923,yes,no,unknown,14,may,942,3,-1,0,unknown,1
41,blue,married,primary,no,-97,yes,no,unknown,8,may,260,5,-1,0,unknown,0
33,management,married,primary,no,142,yes,no,cellular,15,may,87,1,368,1,failure,0
30,management,married,secondary,no,0,no,no,cellular,22,aug,78,2,-1,0,unknown,0
40,technician,married,secondary,no,8379,no,no,unknown,12,jun,52,6,-1,0,unknown,0
30,management,married,tertiary,no,1814,yes,no,cellular,18,may,207,4,-1,0,unknown,0
35,self,married,secondary,no,0,no,no,cellular,12,aug,64,2,-1,0,unknown,0
38,management,married,secondary,no,1574,no,no,unknown,5,jun,636,1,-1,0,unknown,0
44,management,married,secondary,no,4425,no,no,cellular,30,jul,477,2,-1,0,unknown,0
47,blue,divorced,primary,no,223,yes,no,telephone,7,may,140,2,-1,0,unknown,0
30,admin,single,secondary,no,115,yes,no,unknown,6,may,66,3,-1,0,unknown,0
48,management,married,tertiary,no,879,no,no,cellular,19,nov,136,3,-1,0,unknown,0
56,admin,married,secondary,no,1270,yes,no,cellular,17,nov,80,2,165,2,other,0
33,management,married,tertiary,no,377,yes,no,unknown,5,may,217,1,-1,0,unknown,0
41,unemployed,married,primary,no,183,yes,no,cellular,29,jul,271,1,-1,0,unknown,0
31,blue,married,secondary,no,255,yes,yes,cellular,18,may,295,1,-1,0,unknown,0
35,technician,married,secondary,no,746,no,yes,cellular,27,jan,240,1,-1,0,unknown,0
45,services,married,secondary,no,692,yes,no,unknown,28,may,506,2,-1,0,unknown,0
81,retired,divorced,tertiary,no,0,no,no,cellular,14,jan,357,1,-1,0,unknown,0
33,unemployed,divorced,secondary,no,385,no,no,telephone,27,aug,29,28,-1,0,unknown,0
66,retired,married,primary,no,206,no,no,cellular,9,feb,479,1,-1,0,unknown,1
55,admin,married,secondary,no,183,yes,no,unknown,6,may,150,1,-1,0,unknown,0
29,self,single,tertiary,no,871,yes,no,cellular,2,jun,310,1,-1,0,unknown,0
35,admin,married,secondary,no,1286,yes,no,cellular,5,may,862,3,337,1,other,1
31,technician,married,secondary,no,40,yes,no,cellular,20,nov,294,2,-1,0,unknown,0
51,management,married,secondary,no,0,no,no,unknown,9,jun,224,3,-1,0,unknown,0
38,admin,married,secondary,no,137,yes,no,cellular,31,jul,27,22,-1,0,unknown,0
42,admin,single,secondary,no,164,yes,yes,unknown,22,oct,80,1,-1,0,unknown,0
33,technician,single,secondary,no,261,yes,no,unknown,14,may,622,1,-1,0,unknown,0
39,services,single,secondary,no,322,yes,no,cellular,11,may,35,1,350,1,failure,0
52,entrepreneur,married,tertiary,no,54,yes,yes,telephone,18,nov,103,1,-1,0,unknown,0
32,management,married,secondary,no,350,yes,no,unknown,28,may,110,2,-1,0,unknown,0
38,management,single,tertiary,no,2357,yes,no,cellular,21,jul,184,1,-1,0,unknown,0
51,management,divorced,tertiary,no,1937,yes,no,cellular,18,nov,185,4,152,11,other,0
42,management,married,tertiary,no,721,no,yes,cellular,5,aug,91,5,-1,0,unknown,0
41,housemaid,single,secondary,no,231,no,no,cellular,9,jul,76,2,-1,0,unknown,0
33,admin,divorced,secondary,no,818,yes,yes,cellular,16,apr,301,3,-1,0,unknown,0
46,management,divorced,tertiary,no,-154,yes,yes,unknown,27,may,107,2,-1,0,unknown,0
56,blue,married,secondary,no,316,yes,no,unknown,19,may,27,1,-1,0,unknown,0
33,admin,single,secondary,no,91,yes,no,cellular,17,apr,400,2,-1,0,unknown,0
57,management,married,tertiary,no,24498,no,no,cellular,21,nov,161,5,-1,0,unknown,0
43,blue,married,primary,no,6614,no,no,unknown,30,may,192,4,-1,0,unknown,0
36,blue,married,secondary,no,420,yes,no,cellular,22,jul,58,1,-1,0,unknown,0
30,housemaid,single,secondary,no,1924,no,no,cellular,6,feb,170,1,-1,0,unknown,0
29,student,single,secondary,no,459,no,no,cellular,15,dec,279,3,189,19,other,1
30,management,single,tertiary,no,55,no,no,cellular,21,aug,132,1,-1,0,unknown,0
31,blue,married,secondary,no,664,yes,yes,unknown,21,may,987,3,-1,0,unknown,0
38,self,single,tertiary,no,605,no,no,telephone,18,jun,1603,10,-1,0,unknown,1
54,unemployed,single,tertiary,no,252,yes,no,cellular,21,jul,101,1,-1,0,unknown,0
33,blue,single,secondary,no,688,no,no,unknown,6,jul,226,1,-1,0,unknown,0
46,management,married,tertiary,no,245,yes,no,unknown,16,may,42,10,-1,0,unknown,0
45,services,married,secondary,no,744,yes,no,cellular,11,may,211,2,347,1,failure,0
58,unknown,married,unknown,no,68,no,no,cellular,2,apr,268,1,-1,0,unknown,1
52,blue,married,primary,no,4793,yes,no,unknown,6,jun,176,2,-1,0,unknown,0
46,blue,married,secondary,no,0,yes,no,unknown,29,may,328,2,-1,0,unknown,0
44,blue,single,secondary,no,641,no,no,unknown,15,may,257,1,-1,0,unknown,0
31,services,married,secondary,no,1,yes,no,cellular,9,jul,82,1,-1,0,unknown,0
22,student,single,secondary,no,1925,no,no,cellular,4,may,180,1,-1,0,unknown,0
40,services,married,unknown,no,88,yes,no,unknown,9,jun,78,2,-1,0,unknown,0
61,blue,married,secondary,no,681,yes,no,telephone,19,aug,173,6,492,2,failure,0
71,unknown,married,tertiary,no,353,no,no,cellular,27,jan,208,1,93,2,failure,0
39,self,single,tertiary,no,1132,yes,no,unknown,3,jun,216,1,-1,0,unknown,0
38,blue,single,primary,no,127,yes,no,cellular,28,jan,70,1,-1,0,unknown,0
45,admin,divorced,secondary,no,397,yes,yes,cellular,22,may,582,1,95,2,success,1
33,blue,married,primary,no,1217,yes,no,unknown,27,may,271,3,-1,0,unknown,0
50,services,married,secondary,no,128,no,no,cellular,19,aug,173,1,-1,0,unknown,0
41,technician,married,secondary,no,1539,no,no,cellular,20,nov,100,2,-1,0,unknown,0
37,blue,married,secondary,no,513,yes,no,cellular,13,may,134,1,362,3,failure,0
40,unemployed,married,primary,no,1908,yes,no,cellular,5,feb,1661,2,-1,0,unknown,1
32,technician,married,tertiary,no,113,no,yes,cellular,10,jul,68,1,-1,0,unknown,0
41,housemaid,married,primary,no,15,no,yes,telephone,17,jul,17,3,-1,0,unknown,0
59,unemployed,married,secondary,no,309,no,no,cellular,28,jan,300,1,-1,0,unknown,0
33,services,single,secondary,no,3269,no,yes,cellular,18,jul,316,1,-1,0,unknown,0
32,management,divorced,secondary,no,-352,no,yes,cellular,6,aug,275,5,-1,0,unknown,0
55,blue,married,primary,no,0,no,no,unknown,17,jun,285,1,-1,0,unknown,0
77,retired,single,primary,no,300,no,no,cellular,9,sep,511,1,-1,0,unknown,0
51,services,married,secondary,no,867,yes,no,cellular,3,feb,177,2,211,3,failure,0
25,blue,single,secondary,no,2096,yes,no,unknown,3,jun,236,2,-1,0,unknown,0
32,management,married,tertiary,no,3651,yes,no,cellular,20,nov,142,3,-1,0,unknown,0
52,technician,married,secondary,no,2206,yes,no,unknown,20,jun,20,18,-1,0,unknown,0
42,blue,divorced,primary,no,28,yes,no,unknown,5,may,126,3,-1,0,unknown,0
25,blue,single,secondary,no,1429,yes,no,unknown,29,may,187,3,-1,0,unknown,0
37,admin,single,secondary,no,-117,no,yes,cellular,7,jul,106,1,-1,0,unknown,0
42,entrepreneur,married,secondary,no,169,yes,no,telephone,15,may,87,4,-1,0,unknown,0
44,self,married,tertiary,no,1196,no,no,cellular,20,aug,552,5,-1,0,unknown,1
34,services,married,secondary,no,2048,yes,no,cellular,19,nov,307,2,-1,0,unknown,0
29,admin,married,secondary,no,500,yes,no,cellular,8,may,8,8,-1,0,unknown,0
59,retired,married,primary,no,0,no,no,unknown,18,jun,1009,1,-1,0,unknown,0
41,blue,married,primary,no,-204,yes,yes,unknown,6,jun,42,1,-1,0,unknown,0
33,blue,married,primary,no,134,yes,no,unknown,9,may,91,2,-1,0,unknown,0
32,services,single,secondary,no,-55,yes,no,cellular,15,apr,601,1,-1,0,unknown,0
56,technician,single,tertiary,no,12539,no,no,cellular,18,nov,259,1,-1,0,unknown,0
57,retired,married,tertiary,no,1292,no,no,cellular,24,mar,89,1,-1,0,unknown,0
31,services,married,secondary,no,-346,no,no,unknown,9,may,187,1,-1,0,unknown,0
49,housemaid,divorced,secondary,no,630,no,no,unknown,6,jun,415,2,-1,0,unknown,0
56,blue,married,primary,no,1046,no,yes,unknown,17,jun,329,13,-1,0,unknown,0
33,technician,divorced,secondary,yes,6,no,no,cellular,22,aug,239,2,-1,0,unknown,0
29,management,single,tertiary,no,637,yes,no,cellular,3,jun,340,1,119,1,failure,1
30,blue,married,primary,no,307,yes,yes,cellular,8,jul,117,2,-1,0,unknown,0
35,self,married,tertiary,no,1178,yes,yes,cellular,14,oct,727,3,182,2,other,0
63,blue,married,primary,no,115,no,no,telephone,27,apr,325,1,180,7,failure,1
28,admin,married,secondary,no,1428,yes,no,cellular,16,apr,495,1,-1,0,unknown,0
48,blue,divorced,primary,no,0,no,no,cellular,11,jul,324,2,-1,0,unknown,0
29,management,single,tertiary,no,29,no,no,cellular,2,feb,144,1,-1,0,unknown,0
35,self,married,tertiary,no,2427,no,no,cellular,12,aug,175,3,31,10,success,1
45,blue,married,primary,no,6691,no,no,cellular,13,aug,211,2,-1,0,unknown,0
48,services,single,secondary,no,3778,yes,no,unknown,3,jun,46,6,-1,0,unknown,0
41,management,divorced,secondary,no,0,no,no,cellular,6,aug,438,2,-1,0,unknown,0
28,technician,married,secondary,no,158,yes,yes,telephone,24,jul,77,1,-1,0,unknown,0
28,technician,single,tertiary,no,372,yes,yes,cellular,15,may,201,3,294,2,success,0
41,blue,married,primary,no,4,no,no,cellular,23,jul,74,5,-1,0,unknown,0
33,technician,married,secondary,no,711,no,no,cellular,4,dec,78,2,-1,0,unknown,0
33,management,married,secondary,no,588,yes,no,cellular,18,may,11,5,-1,0,unknown,0
27,admin,married,secondary,no,436,yes,no,cellular,21,jul,410,1,-1,0,unknown,0
53,blue,married,secondary,no,21522,no,no,cellular,20,nov,83,3,149,4,failure,0
30,management,single,tertiary,no,2186,yes,no,unknown,3,jun,366,1,-1,0,unknown,0
40,housemaid,married,secondary,no,864,no,no,cellular,14,aug,36,2,-1,0,unknown,0
35,management,married,tertiary,no,0,yes,no,cellular,11,feb,391,2,92,5,success,1
57,admin,divorced,primary,no,1,no,no,unknown,15,may,17,10,-1,0,unknown,0
36,technician,single,secondary,no,2603,yes,no,cellular,18,aug,174,5,-1,0,unknown,0
56,retired,single,primary,no,223,yes,no,unknown,7,may,97,1,-1,0,unknown,0
60,retired,married,tertiary,no,100,no,no,unknown,5,may,528,1,-1,0,unknown,0
37,blue,single,secondary,no,3344,yes,no,unknown,26,may,85,5,-1,0,unknown,0
44,management,married,tertiary,no,0,yes,no,unknown,28,may,260,1,-1,0,unknown,0
36,blue,married,secondary,no,-53,yes,no,cellular,20,apr,9,5,322,8,other,0
37,blue,married,secondary,no,590,yes,no,cellular,17,apr,37,1,343,2,failure,0
53,blue,married,secondary,no,2047,no,no,telephone,30,jul,342,6,-1,0,unknown,0
57,management,married,tertiary,no,1171,no,no,cellular,8,aug,448,5,-1,0,unknown,0
29,student,single,tertiary,no,652,yes,no,cellular,22,jul,285,1,-1,0,unknown,0
48,blue,divorced,primary,no,323,no,no,unknown,2,jun,230,2,-1,0,unknown,0
28,management,married,tertiary,no,82,yes,yes,unknown,16,may,225,1,-1,0,unknown,0
53,blue,married,unknown,no,0,no,no,cellular,21,aug,150,2,-1,0,unknown,0
42,technician,married,tertiary,no,3777,yes,no,cellular,4,feb,139,4,-1,0,unknown,0
34,self,married,tertiary,no,13354,no,no,telephone,21,nov,26,5,-1,0,unknown,0
37,housemaid,married,primary,no,577,no,no,cellular,14,jul,76,2,-1,0,unknown,0
40,entrepreneur,married,secondary,no,285,no,no,cellular,18,may,261,1,178,1,failure,0
54,housemaid,married,secondary,no,0,no,yes,cellular,7,jul,97,1,-1,0,unknown,0
37,admin,single,secondary,no,-296,yes,no,cellular,20,apr,81,1,-1,0,unknown,0
44,entrepreneur,married,secondary,no,887,yes,no,cellular,3,apr,93,2,-1,0,unknown,0
57,technician,married,secondary,no,3071,yes,yes,cellular,7,may,63,3,-1,0,unknown,0
30,unemployed,married,tertiary,no,1067,no,no,cellular,4,feb,78,2,-1,0,unknown,0
41,management,divorced,tertiary,no,3426,no,no,cellular,1,oct,302,1,119,5,success,0
37,blue,married,secondary,no,223,yes,no,cellular,14,jul,144,2,-1,0,unknown,0
49,self,divorced,tertiary,no,0,no,no,cellular,4,feb,279,3,-1,0,unknown,0
46,management,married,secondary,no,174,yes,no,cellular,8,may,157,1,-1,0,unknown,0
46,admin,married,secondary,no,4048,yes,no,unknown,15,may,360,1,-1,0,unknown,0
33,management,married,tertiary,no,0,yes,no,cellular,17,apr,378,1,-1,0,unknown,1
44,services,married,secondary,no,361,yes,no,unknown,29,may,217,1,-1,0,unknown,0
34,technician,married,secondary,no,210,yes,yes,cellular,20,nov,199,1,-1,0,unknown,0
60,housemaid,divorced,primary,no,1412,no,no,cellular,22,jul,127,4,-1,0,unknown,0
45,blue,married,secondary,no,120,yes,yes,unknown,15,may,53,3,-1,0,unknown,0
57,unemployed,divorced,secondary,no,79,yes,no,unknown,1,mar,60,1,592,2,failure,0
32,services,single,secondary,no,545,yes,no,cellular,19,nov,194,1,-1,0,unknown,0
60,retired,married,primary,no,17413,no,no,unknown,9,jun,200,1,-1,0,unknown,0
38,management,married,tertiary,no,2724,yes,no,unknown,16,may,177,4,-1,0,unknown,0
31,admin,single,secondary,no,19,yes,no,cellular,18,nov,1978,1,-1,0,unknown,1
48,blue,married,primary,no,474,yes,yes,unknown,3,jul,414,1,-1,0,unknown,0
29,technician,married,secondary,no,1599,yes,no,cellular,8,may,36,1,-1,0,unknown,0
35,services,married,secondary,no,1053,yes,no,unknown,16,may,25,1,-1,0,unknown,0
75,retired,married,unknown,no,7819,no,no,cellular,15,feb,261,1,97,4,other,0
33,self,single,tertiary,no,94,yes,no,cellular,5,may,955,2,-1,0,unknown,1
30,blue,married,primary,no,236,yes,no,cellular,13,may,44,1,364,1,failure,0
40,technician,single,tertiary,no,431,no,no,cellular,7,jul,180,2,-1,0,unknown,1
57,admin,married,secondary,no,367,no,no,telephone,16,nov,107,2,-1,0,unknown,0
54,admin,married,secondary,no,812,yes,yes,cellular,31,jul,83,6,-1,0,unknown,0
39,technician,married,primary,no,2118,yes,no,cellular,17,apr,266,2,-1,0,unknown,0
32,blue,single,secondary,no,135,yes,no,cellular,18,may,232,2,-1,0,unknown,0
34,admin,married,primary,no,412,yes,no,cellular,30,jul,134,2,-1,0,unknown,0
80,management,married,primary,no,6483,no,no,telephone,19,oct,123,1,-1,0,unknown,0
41,admin,married,secondary,no,3634,yes,no,unknown,14,may,216,1,-1,0,unknown,0
45,blue,married,secondary,no,9680,no,no,cellular,7,aug,89,4,-1,0,unknown,0
24,admin,single,secondary,no,845,yes,no,unknown,13,may,105,1,-1,0,unknown,0
42,services,married,secondary,no,1301,yes,no,cellular,21,jul,510,6,-1,0,unknown,0
60,admin,married,secondary,no,-396,yes,no,cellular,11,may,443,1,350,1,failure,0
40,blue,married,primary,no,-310,yes,yes,cellular,26,may,133,2,363,5,failure,0
25,management,married,tertiary,no,-242,yes,yes,cellular,18,may,600,4,332,4,other,1
26,management,single,tertiary,no,962,yes,no,cellular,8,may,132,1,-1,0,unknown,0
78,retired,divorced,secondary,no,3219,no,no,cellular,24,feb,151,1,-1,0,unknown,1
46,technician,married,secondary,yes,4,no,yes,cellular,9,jul,78,1,-1,0,unknown,0
49,management,divorced,secondary,no,4908,no,no,cellular,31,jul,42,4,-1,0,unknown,0
55,housemaid,married,primary,no,1000,yes,no,unknown,16,may,178,1,-1,0,unknown,0
31,technician,married,secondary,no,0,no,yes,cellular,15,jul,624,6,-1,0,unknown,0
41,management,married,tertiary,no,0,no,no,cellular,17,sep,294,4,63,11,other,1
33,admin,married,tertiary,no,79,yes,no,cellular,5,may,389,1,195,4,success,1
59,blue,divorced,primary,no,1265,no,yes,cellular,7,jul,849,1,-1,0,unknown,1
49,entrepreneur,married,secondary,no,27,no,no,unknown,17,jun,131,6,-1,0,unknown,0
30,blue,married,primary,no,1127,yes,no,unknown,29,may,13,1,-1,0,unknown,0
